id,key,value,type
244080443,capital,4,regular
244080443,ADM1,30,gns
244080443,DSG,ADM2,gns
244080443,UFI,-1907162,gns
244080443,UNI,6722114,gns
244080443,continent,Asia,is_in
244080443,country,China,is_in
244080443,country_code,CN,is_in
244080443,iso_3166_2,CN-44,is_in
244080443,name,guangzhoushi,regular
244080443,ca,Canton,name
244080443,cs,Kuang-čou,name
244080443,da,Guangzhou,name
244080443,de,Guangzhou,name
244080443,en,Guangzhou,name
244080443,eo,Kantono,name
244080443,es,Cantón,name
244080443,fr,Canton,name
244080443,he,גואנגג'ואו,name
244080443,io,Guangzhou,name
244080443,ja,guangzhoushi,name
244080443,ka,გუანჯოუ,name
244080443,kn,ಕ್ವಾಂಗ್ಕ್ಸೌ,name
244080443,lt,Guangdžou,name
244080443,pl,Kanton,name
244080443,pt,Cantão,name
244080443,ru,Гуанчжоу,name
244080443,sr,Гуангџоу,name
244080443,tt,Kanton,name
244080443,uk,Гуанчжоу,name
244080443,vi,Quảng Châu,name
244080443,zh,guangzhoushi,name
244080443,zh_pinyin,Guăngzhōu Shì,name
244080443,cs,Kanton,old_name
244080443,en,Canton,old_name
244080443,io,Kanton,old_name
244080443,nl,Kanton,old_name
244080443,ru,Кантон,old_name
244080443,place,city,regular
244080443,population,14043500,regular
244080443,wikidata,Q16572,regular
244080443,wikipedia,en:Guangzhou,regular
244084509,ADM1,30,gns
244084509,DSG,ADM3,gns
244084509,UFI,6402151,gns
244084509,UNI,6721979,gns
244084509,name,haizhuqu,regular
244084509,en,Haizhu District,name
244084509,fr,Disctrict de Hǎizhū,name
244084509,vi,Hải Châu,name
244084509,zh,haizhuqu,name
244084509,zh_pinyin,Hǎizhū qū,name
244084509,vi,Quận Hải Châu,official_name
244084509,place,city,regular
244084510,ADM1,30,gns
244084510,DSG,ADM3,gns
244084510,UFI,6402152,gns
244084510,UNI,6721981,gns
244084510,name,tianhequ,regular
244084510,vi,Thiên Hà,name
244084510,zh,tianhequ,name
244084510,zh_pinyin,Tianhe Qu,name
244084510,vi,Quận Thiên Hà,official_name
244084510,place,city,regular
244084511,ADM1,30,gns
244084511,DSG,ADM3,gns
244084511,UFI,6402153,gns
244084511,UNI,6721983,gns
244084511,name,huangpuqu,regular
244084511,en,Huangpu District,name
244084511,fr,Arrondissement huángpǔ,name
244084511,vi,Hoàng Bộ,name
244084511,zh,huangpuqu,name
244084511,zh_pinyin,huángpǔ qū,name
244084511,vi,Quận Hoàng Bộ,official_name
244084511,place,city,regular
244085034,ADM1,30,gns
244085034,DSG,ADM3,gns
244085034,UFI,6402155,gns
244085034,UNI,6721987,gns
244085034,name,liwanqu,regular
244085034,en,Lai Wan Disctrict,name
244085034,fr,Disctrict de Lai Wan,name
244085034,vi,Lệ Loan,name
244085034,zh-yue,liwanqu,name
244085034,zh_pinyin,Lìwān qū,name
244085034,place,city,regular
267600661,name,guangzhoudong,regular
267600661,en,Guangzhou East,name
267600661,zh,guangzhoudong,name
267600690,leisure,park,regular
267600888,tourism,artwork,regular
267601063,amenity,bank,regular
267601063,name,gongshangyinhang,regular
279959994,exit_to,daguanlu/guangzhoukexuecheng,regular
279959994,highway,motorway_junction,regular
279959994,ref,10,regular
279960010,exit_to,S81 nan/aotizhongxin / S105 /panyu（chukouweiyuzuoce Exit's on the left）,regular
279960010,highway,motorway_junction,regular
279960010,ref,15,regular
279960147,barrier,toll_booth,regular
279960147,name,xinzhouzhan,regular
279960245,barrier,toll_booth,regular
279960245,name,xinzhouzhan,regular
280160653,amenity,fuel,regular
280160653,name,zhongguoshiyou PetroChina,regular
280160653,en,PetroChina,name
280160653,zh,zhongguoshiyouguangshenjiayouzhan,name
294974218,exit_to,G4/G15/daguanlu/shenzhen,regular
294974218,highway,motorway_junction,regular
294974218,ref,22,regular
299852243,name,zhujiangxincheng,regular
299852243,en,Zhujiang New Town,name
299852243,vi,Châu Giang Tân Thành,name
299852243,zh,zhujiangxincheng,name
299852243,place,quarter,regular
320573892,highway,crossing,regular
335938403,amenity,bus_station,regular
335938403,name,CTS Hong Kong Bus,regular
335938409,name,zhongguodajiudian Marriott China,regular
335938409,en,China Hotel Marriott,name
335938409,tourism,hotel,regular
335938588,amenity,toilets,regular
335938598,name,Liwan Museum,regular
335938598,tourism,museum,regular
335938599,amenity,toilets,regular
335938600,tourism,hotel,regular
335938603,name,7 Days Inn,regular
335938603,tourism,hotel,regular
369497728,china_class,zhen,regular
369497728,continent,Asia,is_in
369497728,name,jianggaozhen,regular
369497728,en,Jianggao,name
369497728,vi,Giang Cao,name
369497728,place,town,regular
369497728,source,GNS,regular
370231438,highway,motorway_junction,regular
370231438,ref,18,regular
381943977,barrier,toll_booth,regular
381944013,exit_to,daguanlu（beixing）/kexuecheng/guangpuxilu/daguanzhonglu,regular
381944013,highway,motorway_junction,regular
381944013,ref,9B,regular
393738009,aerialway,station,regular
393738020,aerialway,station,regular
393738020,access,both,aerialway
393738020,name,baiyunsuodao,regular
393738031,name,baiyunwanwang,regular
393738031,en,Bai Yun Dawn Lookout,name
393738031,tourism,viewpoint,regular
393738167,amenity,cafe,regular
393740091,highway,bus_stop,regular
393740091,name,baiyunxianguanzhan,regular
393740091,en,Baiyun Xianguan,name
393740091,zh,baiyunxianguanzhan,name
393740621,name,guangzhouhaihangweisitingjiudian,regular
393740621,en,Westin,name
393740621,stars,5,regular
393740621,tourism,hotel,regular
394574645,barrier,gate,regular
394574645,bicycle,yes,regular
394574645,foot,yes,regular
394705186,man_made,surveillance,regular
394705197,amenity,restaurant,regular
394705197,cuisine,indian,regular
394705197,name,Taste of India,regular
394705221,amenity,restaurant,regular
394705221,cuisine,japanese,regular
394705221,name,Tairyo,regular
395263080,layer,1,regular
395263081,layer,1,regular
395263082,layer,1,regular
395263083,layer,1,regular
395263084,layer,1,regular
395263085,layer,1,regular
395263086,layer,1,regular
395263087,layer,1,regular
395263088,layer,1,regular
395263089,layer,1,regular
395263090,layer,1,regular
395263091,layer,1,regular
395263092,layer,1,regular
395263093,layer,1,regular
395263094,layer,1,regular
395263095,layer,1,regular
395263096,layer,1,regular
395263097,layer,1,regular
395263099,layer,1,regular
395263100,layer,1,regular
395263101,layer,1,regular
395263102,layer,1,regular
395263103,layer,1,regular
395263104,layer,1,regular
395263105,layer,1,regular
395263106,layer,1,regular
395263107,layer,1,regular
395263131,highway,crossing,regular
445776233,exit_to,keyunlu/S105nanshagangkuaixian/guangjiaohuizhanguan/daxuecheng,regular
445776233,highway,motorway_junction,regular
445776233,ref,20,regular
445776541,barrier,toll_booth,regular
445776541,name,xinzhouzhan,regular
479726701,exit_to,S41/neihuanlu/G4/baiyunjichang/guangyuanxilu/sanyuanli,regular
479726701,highway,motorway_junction,regular
479726701,ref,6,regular
482512912,crossing_ref,zebra,regular
482512912,highway,crossing,regular
482703259,barrier,toll_booth,regular
482703485,highway,motorway_junction,regular
482703485,name,S81huanchenggaosu/foshan/shenzhen,regular
482703485,en,"S81, Foshan, Shenzhen",name
482703485,ref,15,regular
482703486,highway,motorway_junction,regular
482703486,name,S81huanchenggaosu/foshan/shenzhen,regular
482703486,en,"S81, Foshan, Shenzhen",name
482703486,ref,15,regular
482703486,name,traffic_sign,source
482703959,highway,motorway_junction,regular
482703959,name,Xinzhou Interchange,regular
482735863,barrier,toll_booth,regular
482735867,barrier,toll_booth,regular
482735930,barrier,toll_booth,regular
482735931,barrier,toll_booth,regular
527989057,highway,motorway_junction,regular
527989057,name,guangyuankuaisu/shahe/wushanlu/xintang,regular
527989057,en,Guangyuan Expwy/Wushan Rd/Xintang,name
527989057,ref,17,regular
527989057,name,traffic_sign,source
527989099,barrier,toll_booth,regular
582426185,usage,main,regular
623245937,railway,level_crossing,regular
623883183,barrier,toll_booth,regular
623887569,barrier,toll_booth,regular
624543062,highway,motorway_junction,regular
624543062,ref,1A/1B/1C/1D,regular
624543105,highway,motorway_junction,regular
624543105,ref,1BC,regular
625087863,highway,motorway_junction,regular
625087863,name,S81（dong）/S15/shahelijiao/shenzhen,regular
625087863,en,"S81(E), S15, Shahe Interchange, Shenzhen",name
625087863,ref,1B,regular
627329367,barrier,toll_booth,regular
634793151,highway,motorway_junction,regular
634793151,ref,34,regular
634794525,power,tower,regular
656436101,name,ximenkouzhan Bchurukou,regular
656436101,railway,subway_entrance,regular
656436101,ref,B,regular
656436145,name,tiyuzhongxinzhan Cchurukou,regular
656436145,railway,subway_entrance,regular
656436145,ref,C,regular
658356566,name,yuexiugongyuanB1,regular
658356566,railway,subway_entrance,regular
658377275,amenity,toilets,regular
658377393,access,private,regular
658377393,barrier,gate,regular
661013592,railway,switch,regular
661022961,name,guangzhoutazhan,regular
661022961,en,Canton Tower,name
661022961,railway,station,regular
661022961,ref,CGP,regular
661022961,station,subway,regular
661025303,name,tianhekeyunzhan,regular
661025303,public_transport,stop_position,regular
661025303,railway,stop,regular
661025303,station,subway,regular
661025303,subway,yes,regular
690166135,highway,motorway_junction,regular
690166135,ref,17,regular
705894318,ele,5.0,regular
705894318,name,Erholungsgebiet,regular
728703769,highway,crossing,regular
728703881,highway,crossing,regular
728703895,highway,crossing,regular
728703911,highway,crossing,regular
728703969,highway,crossing,regular
728703977,highway,crossing,regular
728704003,highway,crossing,regular
728704021,highway,crossing,regular
728704128,highway,crossing,regular
728704168,highway,crossing,regular
728704234,highway,crossing,regular
728704245,highway,crossing,regular
728704267,highway,crossing,regular
728704270,highway,crossing,regular
728704290,highway,crossing,regular
728704293,highway,crossing,regular
728704301,highway,crossing,regular
728704335,highway,crossing,regular
728704346,highway,crossing,regular
728704349,highway,crossing,regular
728704365,highway,crossing,regular
728704372,highway,crossing,regular
795342861,barrier,toll_booth,regular
852433142,name,kexuecheng,regular
852433142,place,locality,regular
892121912,amenity,cafe,regular
892121912,cuisine,swedish,regular
892121912,internet_access,no,regular
892121912,name,yijiaxiaocanguan,regular
892121912,en,IKEA cafe,name
892143951,amenity,fast_food,regular
892143951,cuisine,american,regular
892143951,name,McDonald's,regular
892269599,amenity,cafe,regular
892269599,cuisine,coffee_shop,regular
892269599,name,Starbucks,regular
892269604,name,C-Store,regular
892269604,shop,convenience,regular
892269608,name,7-Eleven,regular
892269608,shop,convenience,regular
892269619,amenity,fast_food,regular
892269619,name,McDonald's,regular
892269766,amenity,fast_food,regular
892269766,delivery,yes,regular
892269766,name,McDonald's,regular
892269778,amenity,fast_food,regular
892269778,name,McDonald's,regular
892269793,amenity,fast_food,regular
892269793,cuisine,burger,regular
892269793,name,McDonald's,regular
892269822,name,tianhebinguan,regular
892269822,tourism,hotel,regular
892269825,amenity,post_box,regular
892269825,name,Guangzhou Post Office,regular
892269836,name,Riverside Hotel,regular
892269836,tourism,hotel,regular
892269932,name,C-Store,regular
892269932,opening_hours,24/7,regular
892269932,shop,convenience,regular
892269937,name,7-11,regular
892269937,shop,convenience,regular
892269942,name,7-Eleven,regular
892269942,shop,convenience,regular
892269947,name,FamilyMart,regular
892269947,shop,convenience,regular
892269950,amenity,fire_station,regular
892269950,name,Tianhe Fire Station,regular
892269985,name,baijiachaoshi,regular
892269985,shop,supermarket,regular
892269986,amenity,school,regular
892269986,name,Guangzhou Tianxiu Middle School,regular
892269990,amenity,police,regular
892269990,name,Linhe Police Station,regular
892269990,zh,linhepaichusuo,name
892270000,amenity,cinema,regular
892270000,name,Galaxy Cinema,regular
892270108,name,President Hotel,regular
892270108,tourism,hotel,regular
916273254,amenity,fuel,regular
916273254,ele,3.0999999046325684,regular
916273254,name,Tankstelle,regular
916275245,amenity,fast_food,regular
916275245,name,KFC,regular
916275245,zh,kendeji,name
916275246,name,bainaohui,regular
916275246,en,Buynow,name
916275246,opening_hours,Mo-Su 10:00-18:00,regular
916275246,shop,electronics,regular
916275247,name,taipingyangshumaguangchang,regular
916275247,shop,electronics,regular
917929153,highway,traffic_signals,regular
917929163,crossing,traffic_signals,regular
917929163,highway,traffic_signals,regular
917929213,amenity,restaurant,regular
917929213,name,Pizza Hut,regular
917938395,name,gangdingzhan Cchurukou,regular
917938395,railway,subway_entrance,regular
917938395,ref,C,regular
920031809,highway,bus_stop,regular
920031809,name,xiaoxintangzhan,regular
920031809,en,Xiaoxintang,name
920031809,zh,xiaoxintangzhan,name
920031818,highway,bus_stop,regular
920031818,name,keyunlutanganlukouzhan,regular
920031818,en,Keyun Road Tang'an Road Entrance,name
920031818,zh,keyunlutanganlukouzhan,name
920031821,highway,bus_stop,regular
920031821,name,tianfulukou,regular
920033823,highway,traffic_signals,regular
922163203,amenity,place_of_worship,regular
922163203,name,guangxiaosi Gwong Hau Temple,regular
922163203,fr,Temple Guāng​xiào,name
922163203,zh,guangxiaosi,name
922163203,zh_pinyin,Guāng​xiào ​sì,name
922163203,religion,buddhist,regular
922164154,amenity,fast_food,regular
922164154,name,KFC,regular
922164154,zh,kendeji,name
924784977,amenity,restaurant,regular
924784977,name,Buynow 6th floor Food Corner,regular
925155630,barrier,toll_booth,regular
927527360,amenity,fuel,regular
990810847,name,meihuayuan,regular
990810847,place,locality,regular
990811027,entrance,secondary_entrance,regular
990811027,foot,yes,regular
990811027,name,baiyunshanmeihuayuanrukou,regular
990814072,highway,crossing,regular
990815520,highway,crossing,regular
1039030737,amenity,hospital,regular
1039030737,emergency,yes,regular
1039030737,name,zhongshandaxuefushudiyiyiyuanhuangpuyuanqu（yuanhuangbuquyiyuan）,regular
1039030737,operator,gongying,regular
1039073084,amenity,pharmacy,regular
1044163903,amenity,fuel,regular
1068651573,name,xiaozhouSiu Chow,regular
1068651573,en,Siu Chow,name
1068651573,place,hamlet,regular
1068651631,name,Art Galary,regular
1068651631,tourism,museum,regular
1068659607,name,Lilac International Hotel,regular
1068659607,tourism,hotel,regular
1177901958,barrier,toll_booth,regular
1177902153,highway,motorway_junction,regular
1177902153,ref,2175,regular
1177931586,railway,crossing,regular
1187505874,railway,level_crossing,regular
1189129137,highway,crossing,regular
1189193144,highway,crossing,regular
1209004532,highway,crossing,regular
1231494474,name,huachengdadao,regular
1231494474,en,Huachengdadao,name
1231494474,zh,huachengdadao,name
1231494474,railway,station,regular
1231494474,station,subway,regular
1231494481,name,haixinsha,regular
1231494481,en,Haixinsha,name
1231494481,railway,station,regular
1231494481,station,subway,regular
1231494481,wikidata,Q5937586,regular
1231494481,wikipedia,zh:haixinshazhan,regular
1238291919,name,baijiatonggouwuzhongxin,regular
1238291919,shop,convenience,regular
1238291946,amenity,community_centre,regular
1238291946,name,xintangguangchang,regular
1238291946,place,locality,regular
1238291994,amenity,restaurant,regular
1238291994,cuisine,chinese,regular
1238291994,name,guangzhouruanjianyuanshitang,regular
1238291994,operator,wwj,regular
1238292014,name,xiaoxintang,regular
1238292014,place,locality,regular
1255463829,barrier,entrance,regular
1255463829,name,yuexiugongyuannanmen,regular
1281196802,amenity,restaurant,regular
1281196802,cuisine,coffee_shop,regular
1281196802,name,mingdiankafeiyucha,regular
1301778808,exit_to,S41 jichanggaosu/baiyunjichang G4W3/guangyuanxilu/sanyuanli,regular
1301778808,highway,motorway_junction,regular
1301778808,ref,6,regular
1302112948,name,yuexiugongyuanD1,regular
1302112948,en,Yuexiu Park,name
1302112948,railway,subway_entrance,regular
1302112951,amenity,fast_food,regular
1302112951,internet_access,wlan,regular
1302112951,fee,yes,internet_access
1302112951,name,McDonalds,regular
1302112951,operator,McDonald's,regular
1303064931,highway,crossing,regular
1303094163,highway,crossing,regular
1303099639,highway,crossing,regular
1303217468,highway,crossing,regular
1303217471,highway,crossing,regular
1310112309,amenity,restaurant,regular
1310112309,name,guangdongdianshitaicanting,regular
1330927501,barrier,toll_booth,regular
1330927627,barrier,toll_booth,regular
1331975080,barrier,toll_booth,regular
1331975114,highway,motorway_junction,regular
1331975114,ref,6A,regular
1333636815,highway,crossing,regular
1333636965,highway,crossing,regular
1333637026,barrier,toll_booth,regular
1333637201,highway,traffic_signals,regular
1340148347,highway,motorway_junction,regular
1340148347,name,S41jichanggaosu/baiyunjichang/pingsha,regular
1340148347,en,S41 Airport Expressway/Baiyun Airport/Pingsha,name
1340148347,ref,5,regular
1340148347,name,traffic_sign,source
1340148371,barrier,toll_booth,regular
1340148622,barrier,toll_booth,regular
1340148831,barrier,toll_booth,regular
1340148831,name,shataizhan,regular
1340148847,barrier,toll_booth,regular
1340149411,highway,motorway_junction,regular
1340149411,name,S303/S41/S2/Guangqing Expwy/Foshan/Zhaoqing,regular
1340149411,en,S303/S41/S2/guangqinggaosu/foshan/zhaoqing,name
1340149411,ref,9,regular
1340149411,name,traffic_sign,source
1348236383,barrier,toll_booth,regular
1377899856,barrier,toll_booth,regular
1378332953,exit_to,daguanlu/guangzhoukexuecheng,regular
1378332953,highway,motorway_junction,regular
1378332953,ref,10,regular
1393210697,amenity,restaurant,regular
1393210697,name,huangshan,regular
1427446279,highway,motorway_junction,regular
1427446279,ref,33,regular
1427446320,barrier,toll_booth,regular
1427446320,name,zhangping,regular
1427446337,barrier,toll_booth,regular
1427446337,name,zhangping,regular
1459929281,name,goushuzhongxin,regular
1459929281,shop,books,regular
1530449921,barrier,lift_gate,regular
1530450105,en,Sun Yat-Sen Statue,name
1530450105,tourism,artwork,regular
1533316960,tourism,artwork,regular
1533317014,tourism,artwork,regular
1533317042,tourism,artwork,regular
1533317241,tourism,artwork,regular
1533317253,tourism,artwork,regular
1533317306,tourism,artwork,regular
1533380534,shop,convenience,regular
1533380535,amenity,restaurant,regular
1533380535,cuisine,chinese,regular
1571939068,amenity,atm,regular
1571939068,fee,ICBC ATM,regular
1571939068,operator,ICBC ATM,regular
1599438141,shop,hairdresser,regular
1599446230,barrier,gate,regular
1599479140,highway,crossing,regular
1670735437,barrier,lift_gate,regular
1672351548,access,private,regular
1672351548,barrier,gate,regular
1672351551,highway,mini_roundabout,regular
1694772078,name,yaohebaihuo,regular
1694772078,shop,supermarket,regular
1694784792,highway,bus_stop,regular
1694784792,name,wushanlukouzhan1,regular
1694784792,en,Wushan Road Entrance,name
1694784792,zh,wushanlukouzhan1,name
1694784792,shelter,yes,regular
1694786225,highway,bus_stop,regular
1694786225,name,shidahoumenzhan1,regular
1694786225,en,Back Door of South China Normal University,name
1694786225,zh,shidahoumenzhan1,name
1696385264,amenity,restaurant,regular
1696385264,name,Amanokawa Japanese Restaurant,regular
1696385265,amenity,restaurant,regular
1696385265,name,Healthy Cuisine,regular
1696385268,amenity,bank,regular
1696385268,name,CITIC Bank,regular
1703987361,housename,zhonghuaguangchang,addr
1703987361,name,Taste,regular
1703987361,operator,baijia,regular
1703987361,shop,supermarket,regular
1740148941,home,unknown,regular
1740148941,name,longdong,regular
1740148941,place,village,regular
1779716427,amenity,post_office,regular
1779716427,name,liuhuayouju,regular
1779716427,en,Liuhua post office,name
1786140727,name,xiyaxinganchaoshi,regular
1786140727,shop,supermarket,regular
1786140751,amenity,restaurant,regular
1786140753,amenity,bench,regular
1786140755,shop,supermarket,regular
1786140757,shop,hairdresser,regular
1786140759,amenity,restaurant,regular
1786140762,shop,supermarket,regular
1786140764,amenity,post_office,regular
1786140770,amenity,bank,regular
1786140770,atm,yes,regular
1786140770,name,zhongguojiansheyinhang,regular
1786140782,shop,bakery,regular
1786140784,amenity,post_box,regular
1786140787,name,shuanghechaoshi,regular
1786140787,shop,supermarket,regular
1786140789,amenity,cafe,regular
1786140790,shop,gift,regular
1786140791,shop,gift,regular
1786140796,shop,books,regular
1786144019,leisure,playground,regular
1786144026,leisure,playground,regular
1908209585,barrier,block,regular
1908209592,barrier,block,regular
1908209604,railway,level_crossing,regular
1908209625,railway,level_crossing,regular
1908209658,railway,level_crossing,regular
1909597041,barrier,toll_booth,regular
1912696291,barrier,toll_booth,regular
1912696398,barrier,toll_booth,regular
1912696400,exit_to,G4W2（guangqing）/zengchalu/huadou/guangzhoubeizhan/shijing,regular
1912696400,highway,motorway_junction,regular
1912696400,ref,3,regular
1912810435,barrier,toll_booth,regular
1912810466,barrier,toll_booth,regular
1912861355,barrier,toll_booth,regular
1912861389,barrier,toll_booth,regular
1912861403,barrier,toll_booth,regular
1912861407,highway,motorway_junction,regular
1912861407,ref,2,regular
1912861407,name,traffic_sign,source
1912874886,name,ruyifangzhan,regular
1912874886,en,Ruyifang,name
1912874886,zh,ruyifang,name
1912874886,public_transport,stop_position,regular
1912874886,ref,2,regular
1912874886,station,subway,regular
1913567107,barrier,toll_booth,regular
1913567124,barrier,toll_booth,regular
1913567153,exit_to,guangyuanzhonglu/baiyundadao/guangzhoutiyuguan/baiyunshan,regular
1913567153,highway,motorway_junction,regular
1913567153,ref,9,regular
1915150084,name,wenhuagongyuan,regular
1915150084,zh,wenhuagongyuan,name
1915150084,public_transport,stop_position,regular
1915150084,ref,2,regular
1915150084,station,subway,regular
1915150110,railway,station,construction
1915150110,name,tongfuxizhan（jianshezhong）,regular
1915150110,en,Tongfuxi(Under Construction),name
1937333000,access,permissive,regular
1937333000,amenity,parking,regular
1937333000,park_ride,no,regular
1939203423,highway,motorway_junction,regular
1939203423,ref,2150,regular
1939203452,barrier,toll_booth,regular
1939547089,highway,traffic_signals,regular
1941214020,crossing_ref,zebra,regular
1941214020,highway,crossing,regular
1942465921,highway,traffic_signals,regular
1952504218,barrier,lift_gate,regular
1952504218,bicycle,no,regular
1952504218,foot,yes,regular
1952504218,motor_vehicle,private,regular
1953620204,highway,crossing,regular
1953651053,access,no,regular
1953651053,barrier,gate,regular
1953651053,bicycle,yes,regular
1953651053,foot,yes,regular
1953651053,motorcar,yes,regular
1954194181,railway,level_crossing,regular
1954194258,railway,buffer_stop,regular
1954194276,railway,switch,regular
1957598703,name,Baiyun International Convention Center,regular
1957598703,zh,baiyunguojihuiyizhongxin,name
1957598703,tourism,hotel,regular
1957933081,barrier,block,regular
1957933091,barrier,block,regular
1957933101,barrier,block,regular
1957933187,railway,switch,regular
1957933188,barrier,block,regular
1957933256,barrier,block,regular
1957933258,barrier,block,regular
1961480339,highway,traffic_signals,regular
1961480376,crossing,traffic_signals,regular
1961480376,highway,crossing,regular
1961541227,highway,crossing,regular
1961548464,highway,traffic_signals,regular
1964049825,railway,level_crossing,regular
1964049828,railway,level_crossing,regular
1964049829,railway,level_crossing,regular
1979294148,highway,traffic_signals,regular
1987976285,railway,level_crossing,regular
1987984187,railway,buffer_stop,regular
1988621408,crossing_ref,zebra,regular
1988621408,highway,crossing,regular
1988629251,bicycle,yes,regular
1988629251,entrance,yes,regular
1988629251,foot,yes,regular
1988629251,motorcar,no,regular
1988871237,barrier,toll_booth,regular
1989001030,crossing,zebra,regular
1989001030,highway,crossing,regular
1995624279,highway,traffic_signals,regular
1995624283,highway,crossing,regular
1995624289,highway,crossing,regular
1995624297,highway,traffic_signals,regular
1995624746,highway,traffic_signals,regular
1995624750,highway,crossing,regular
1995624754,highway,crossing,regular
1995624776,highway,traffic_signals,regular
1995624864,barrier,toll_booth,regular
1995745403,highway,crossing,regular
1995745404,highway,traffic_signals,regular
1995745405,highway,traffic_signals,regular
1995745406,highway,crossing,regular
1995745408,highway,crossing,regular
1995745409,highway,traffic_signals,regular
1995745410,highway,crossing,regular
1995745411,highway,traffic_signals,regular
1996235168,highway,motorway_junction,regular
1996235168,name,G15/G4/G4W/G35/S3,regular
1996235168,ref,19A,regular
1996235191,highway,motorway_junction,regular
1996235191,ref,45,regular
1996235257,barrier,toll_booth,regular
1996235260,barrier,toll_booth,regular
1996235313,highway,motorway_junction,regular
1996235313,ref,45,regular
1996235394,highway,motorway_junction,regular
1996235394,ref,40,regular
1996235445,highway,motorway_junction,regular
1996235445,ref,36,regular
2007071927,entrance,yes,regular
2014099637,power,tower,regular
2014099639,power,tower,regular
2014099640,power,tower,regular
2014099643,power,tower,regular
2014099644,power,tower,regular
2014099646,power,tower,regular
2014099649,power,tower,regular
2014099650,power,tower,regular
2014099651,power,tower,regular
2014099654,power,tower,regular
2014099657,power,tower,regular
2014099658,power,tower,regular
2014099659,power,tower,regular
2014099661,power,tower,regular
2014099662,power,tower,regular
2014099663,power,tower,regular
2014099667,power,tower,regular
2014099668,power,tower,regular
2014099669,power,tower,regular
2014099671,power,tower,regular
2014099672,power,tower,regular
2014099673,power,tower,regular
2014099674,power,tower,regular
2014099676,power,tower,regular
2014099678,power,tower,regular
2014099679,power,tower,regular
2014099682,power,tower,regular
2014099685,power,tower,regular
2014099686,power,tower,regular
2014099688,power,tower,regular
2014099689,power,tower,regular
2014099691,power,tower,regular
2014099692,power,tower,regular
2014099693,power,tower,regular
2014099694,power,tower,regular
2014099695,power,tower,regular
2014099696,power,tower,regular
2014099697,power,tower,regular
2014099700,power,tower,regular
2014099702,power,tower,regular
2014099705,power,tower,regular
2014099707,power,tower,regular
2014099708,power,tower,regular
2014099709,power,tower,regular
2014099710,power,tower,regular
2017188096,amenity,place_of_worship,regular
2017188096,en,Three Purities Temple,name
2017188096,zh,sanyuangong,name
2017188096,religion,taoist,regular
2017188097,entrance,yes,regular
2017188097,name,yuexiugongyuandongmen,regular
2017188153,entrance,yes,regular
2017188153,foot,yes,regular
2017188153,name,moxinglingrukou,regular
2017188268,entrance,yes,regular
2017188268,foot,yes,regular
2017188268,name,moxinglingrukou,regular
2017188314,entrance,yes,regular
2017188314,foot,yes,regular
2017697805,information,map,regular
2017697805,tourism,information,regular
2022413024,housename,TCL chanyeyuan,addr
2022413024,building,yes,regular
2022413024,name,TCL chanyeyuan,regular
2027100166,access,destination,regular
2027100166,barrier,gate,regular
2032398043,power,tower,regular
2048492585,entrance,yes,regular
2048547658,highway,crossing,regular
2048647354,barrier,toll_booth,regular
2049194015,amenity,toilets,regular
2049196210,barrier,toll_booth,regular
2049473663,amenity,restaurant,regular
2049473663,cuisine,chinese,regular
2049473663,name,xiaofeiyang,regular
2050086979,power,tower,regular
2050087001,power,tower,regular
2050087015,power,tower,regular
2050087035,power,tower,regular
2050087058,power,tower,regular
2050087068,power,tower,regular
2050087101,power,tower,regular
2050087185,power,tower,regular
2050087195,power,tower,regular
2050087202,power,tower,regular
2050087209,power,tower,regular
2051376426,power,tower,regular
2051376432,power,tower,regular
2051376445,power,tower,regular
2051376452,power,tower,regular
2051376453,power,tower,regular
2051376454,power,tower,regular
2051376457,power,tower,regular
2051376458,power,tower,regular
2051376459,power,tower,regular
2051376461,power,tower,regular
2051376463,power,tower,regular
2051376467,power,tower,regular
2051376475,power,tower,regular
2051376494,power,tower,regular
2051376507,power,tower,regular
2051376540,power,tower,regular
2051376558,power,tower,regular
2051376560,power,tower,regular
2051376575,power,tower,regular
2051376580,power,tower,regular
2051376598,power,tower,regular
2051376608,power,tower,regular
2051376612,power,tower,regular
2051376620,power,tower,regular
2051376625,power,tower,regular
2051376631,power,tower,regular
2051376633,power,tower,regular
2051376634,power,tower,regular
2051376635,power,tower,regular
2051376636,power,tower,regular
2051468104,amenity,restaurant,regular
2051468104,cuisine,chinese,regular
2051468104,name,mingjihaixiancheng,regular
2051475005,highway,bus_stop,regular
2051475005,name,xinheguangchang(changgangzhonglu)zhan1,regular
2051475005,en,Xinhe Plaza(Changgang Zhong Lu),name
2051475005,zh,xinheguangchang(changgangzhonglu)zhan1,name
2051475007,highway,bus_stop,regular
2051475007,name,guangyieryuanzhan1,regular
2051475007,en,No.2 Affiliated Hospital of Guangzhou Medical College,name
2051475007,zh,guangyieryuanzhan1,name
2051480202,highway,bus_stop,regular
2051480205,highway,bus_stop,regular
2051480205,name,tiyuzhongxinzhan1,regular
2051480205,en,Tianhe Sports Center,name
2051480205,zh,tiyuzhongxinzhan1,name
2051480206,highway,bus_stop,regular
2051480206,name,tiyuzhongxinzhan2,regular
2051480206,en,Tianhe Sports Center,name
2051480206,zh,tiyuzhongxinzhan2,name
2051903108,highway,crossing,regular
2051903177,highway,crossing,regular
2051903341,highway,crossing,regular
2051903351,crossing_ref,zebra,regular
